,text,sentiment
604,gh prayer sandra horrible story want ending,0
605,want bad cool name puppy hate ive already allergic soo thought,0
606,Morning see amp horse night behaved away travesty dawn Twitter today hope better folk Last,0
607,mine miss,0
608,Sorry hear many There loss year far,0
609,repeat Gossip Girl,0
610,reckon,0
611,really finding hard twitter use,0
612,house Ive day stuck two,0
613,sad doesnt really know,0
614,,0
615,year girl Maybe right tax one dream return get Ill,0
616,Back feel tired coming work cold hell,0
617,ON ST ENOUGH PRI COIN,0
618,strain cream may though herpes Yes eye different ocular okay,0
619,term got whole one got ta repeat old cup work art wet folio,0
620,Its ready Monday already weekend,0
621,feuille fish like got sleeping plus minute water nopethink insomnia out phuckin umm,0
622,sleeping time really night Finland enough,0
623,earliest try cant wait next poll weekend,0
624,blanket bed Shiner taking,0
625,ON ST ENOUGH PRI COIN,0
626,cry want,0
627,bank tomorrow need broke,0
628,three hour away sudden italy name This earthquake family,0
629,coming sleeping stressed week,0
630,hack Yea player server working folk thing,0
631,going hurt ankle,0
632,empty feel something send AND trash without doe noticing manage,0
633,col radioactive ipod came put other cant ground Lost copy free buy paper,0
634,make shit,0
635,hate crash Photoshop,0
636,feel make sick vacation,0
637,gone shouldnt,0
638,chiller wonder crazy sex life Mud listening missing,0
639,luis careful shooting,0
640,serious ruined easter sure Whitney Cell well gift everyone,0
641,Hollywood Best tired,0
642,want wake Damn dont tomorrow work early,0
643,finished movie Bobby Prayers watching Broke heart,0
644,horrible really wiki,0
645,someone put today ran dog,0
646,DNF bad Sorry FF coords hear risk Always get run tonight,0
647,wrote disgruntled Bill one hit day EN people made pull get top,0
648,right OL OH MA best KUTNERRRR MG cry,0
649,stomach lower hurt exercising back still took showerwhy came running,0
650,watching hard projectschool mom working Fallen,0
651,home till time craving min store closed visit get counting AC,0
652,sorry Take hear care,0
653,hmmmgreed motivates good away take individual much others betternot,0
654,mecha want brat You dont rub,0
655,GH And HY Penn still KUTNERRRR bright think youve show KutnerKal star,0
656,luck best wish mom,0
657,bad head hate homework hurt,0
658,item jumped got want hour ebay blue still hope bidder better get hour,0
659,night know today much depressed ate leftover last little,0
660,room suffered gone doc living fatal well library itunes pic lost portion,0
661,day sad manu season,0
662,sadly know feel made poor path Route You spunkyits,0
663,right hug need sad soon,0
664,home even step want know know care much hope worried dont brother,0
665,done got watching hill sad episode season next excited last loved,0
666,stick hug www,0
667,SB And like grammy feel crap mouse tired world happy disco Make feel,0
668,want believe sad dont readingbuuso,0
669,gamebattles Wondering,0
670,outnumbered trash White,0
671,dont use true,0
672,celebrate one break Spring last,0
673,Morning AWB Car start Bah wont waiting,0
674,tattoo memorial disapproving anti there official AN family stricter pretty,0
675,team longterm month leaving Well venture member well hope next working miss Balamurugan,0
676,knowing crazy Its know sad world deserves What child live found body,0
677,Maxi lacking wan na Coachella funding dress rock,0
678,first screaming night back day let crib course baby cry work Book,0
679,home Fri Spiral DB week Busy day night guy chill Sat kid hunt baby Easter Egg missing ahead,0
680,click never myspace tudes go overtime twitter page found thing,0
681,hear sorry horrible thats,0
682,find seem who dtmafiaofficial say cant mafia jus existtheres following dun doesnt found,0
683,support would thought,0
684,polish stole earth Is eff aug nail pretty,0
685,Tour amp Dawn Wishes needed Sigh Spring Flying Knight,0
686,And like The need Great Hosts website AS Distribution working isnt,0
687,first movie like murphy million hot dont,0
688,Aria Wall come Planet back good cartoon old wish Captain sadness Where,0
689,good abt feeling,0
690,text sarah got,0
691,rammed time day train point start commuter Another guessing centre early,0
692,DST Warfare Legend Four need game cash Halo Brutal Modern fall Bostock,0
693,disconcerting gh thats,0
694,actually damn finally whole taken russian site,0
695,THROUGH TWEETS GNG ART,0
696,finished Just breakfast europe fastest delicious milk world drink dont Paris Ill last miss,0
697,week considering Learn great final,0
698,output stressed,0
699,Also asleep Bern should ago hour,0
700,see friend yet twitter much figure Soo thingnone trying,0
701,Reigning le could bad square edge Custom made might background look icon cool diff,0
702,want back,0
703,talking ill dunno frustrated use get miss forum,0
704,option,0
705,Unfortunately monster one wasnt moment squid giant,0
706,open want one Mid branch,0
707,sorry hear,0
708,instead hit book ordered Maps Change plan Time,0
709,UP,0
710,see repliesand Donnie stats tweet almost JR,0
711,stimulus havent nah yet received,0
712,write got plz bak seen one reply tweet get hant,0
713,sleep ago trying hour,0
714,close Its sad hear sorry always lose loved,0
715,like feeling still shit cant sleep piece,0
716,hug collide hard sympathy decision old sleep hope always border shes,0
717,spoil really well wont cool part,0
718,warp sad without time,0
719,slap lol still end face true march warm,0
720,put hate touch movie converting,0
721,gross simple,0
722,lol marian yea manaaaaaaaaaaaaaaaaaaaam accent,0
723,one tonight follower le,0
724,night figure mom burned br last whether,0
725,feel quottwittererquot like TweetDeck,0
726,tournament Karate week,0
727,againand going cant sleep didnt homework statistic finish,0
728,North draft Int carolina nothing stopping nba baby,0
729,sleep Cant,0
730,twitter Remove like bitchfucks rude john mayor people fuck really dont tweet miss,0
731,late going one MU today,0
732,work life need tired,0
733,hurt work foot leaving,0
734,totally unexpected haha sad cried,0
735,Morning waiting AWB Car start Bah wont Superneej,0
736,Still homework,0
737,sad little,0
738,amp around Dad Mom get early,0
739,asleep hour should ago two,0
740,sorry hear dog,0
741,brownstone mist Funny thing make criminal made Lawford break homesick little,0
742,sold year quot single vid ago yeah great,0
743,still clubroom mac it sweating val,0
744,sorry sad,0
745,minute UpdatingFFE good That give nothing twenty,0
746,night compress pulled bed Hot working good ng muscle rely,0
747,workload Chopra skip damn Chef Exec session today Have quotHealthy Hotel Diningquot Show invite,0
748,come day hear wishing happier sorry dog,0
749,miss,0
750,cool apps rarr tweet,0
751,della morning wake bed tomorrow got ta early,0
752,still clothes hate organizing there much procrastinating,0
753,playing add play music like Just Mobile feature wont new great,0
754,one there beste missing,0
755,flawed time come back date seriously double hear sorry,0
756,client way late working,0
757,blegghhhh work,0
758,Muir Back John work,0
759,responded never yesterday emailed,0
760,going Its long fan year,0
761,done ever got watching episode Just one hardest House new episodeDefinitely,0
762,decided Man lot horrified suck keep turned something around wrong stuff TurboTax tax,0
763,suck Tomorrow time gon na Sleep,0
764,really mean Not TF Runner House pissed,0
765,dont said know,0
766,CAS LES EVERYTHING AROUND,0
767,market time late night Just breakfast SC boy picked eat oat work,0
768,feel much icecream sick,0
769,computer yet shockwaveblah account doesnt,0
770,sydney could,0
771,like except seriously feel know joke show everyone haha,0
772,totally suck spell cant today,0
773,vaccine damn old chickenpoxshould fascinated confused thing,0
774,day least school last,0
775,ready who Got ta get tomorrow weekend early,0
776,home morning wish bottle one died black calling calf season miss,0
777,sick wcushings disease sam loss sorry dog brother,0
778,Back room hour spend dispatch next get alone work,0
779,strawberry added lucky red starburst sound fab there cherry favored new far kind watermellon,0
780,Well Angels day much productive,0
781,gee melatonin suck insomnia Have tried,0
782,support know Good hear NetBeans But,0
783,wish time unfortunately play world wait rest Cairo get would mtv,0
784,heartbroken prayer sandra family little,0
785,word maybe Ill tomorrow finish,0
786,come mine background screen corner cover,0
787,three exactly gave dialogue tonight line Wrote,0
788,theyre complaint changed much confusing Facebook,0
789,Sliced finger,0
790,town going stink traffic thru bypass,0
791,middle good Gh cant Wish sleep Make as,0
792,software downloads never know hate whats without update telling downloading update,0
793,went time diet Great foo kung Rachel pancake least hop,0
794,Night The internet hating spouse,0
795,day jealous opening missed year,0
796,cruel like come Its best wait review Trek film year Star look far,0
797,Debating sleep shower later tomorrow little,0
798,pain culminates physical always stress,0
799,sleep cant need,0
800,finger much hurt pink little,0
801,suck That card gift sorry ran,0
802,home one break spring tho,0
803,support phone India oneindiamobi doesnt accessed language Android Google,0
804,dont school anymore still get well sleep much life Why take work,0
805,english speak could wish really cant doesnt via,0
806,lol comp free,0
807,house getting ready clean top bottom,0
808,moving away cry tomorrow friend,0
809,TOP Night share NOMNOMS didnt people,0
810,think trip ruined getting Daddy cold caught would,0
811,penn gon na kal somewhere anymore cant visiting book show lecturer yeah miss,0
812,paper write want reaaaaad dont start quarter procrastination early,0
813,Washington degree Apparently State What winter already miss,0
814,home bored,0
